<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SOLUSDT,1,241112,095100,216.79000000,217.75000000,216.78000000,217.73000000,21610.66800000
SOLUSDT,1,241112,095000,216.12000000,217.11000000,216.11000000,216.79000000,16777.36900000
SOLUSDT,1,241112,094900,216.17000000,216.67000000,216.04000000,216.12000000,13182.88000000
SOLUSDT,1,241112,094800,216.86000000,217.10000000,216.14000000,216.17000000,12962.82900000
SOLUSDT,1,241112,094700,217.51000000,217.57000000,216.38000000,216.85000000,34979.50900000
SOLUSDT,1,241112,094600,217.82000000,217.93000000,217.40000000,217.52000000,9983.53700000
SOLUSDT,1,241112,094500,218.11000000,218.30000000,217.79000000,217.81000000,11393.04200000
SOLUSDT,1,241112,094400,218.39000000,218.47000000,218.10000000,218.13000000,4401.92800000
SOLUSDT,1,241112,094300,218.62000000,218.67000000,218.29000000,218.39000000,2654.32400000
SOLUSDT,1,241112,094200,218.30000000,218.62000000,218.28000000,218.62000000,4178.90400000
SOLUSDT,1,241112,094100,218.24000000,218.49000000,218.12000000,218.30000000,6496.43500000
SOLUSDT,1,241112,094000,218.36000000,218.45000000,218.18000000,218.25000000,8442.40900000
SOLUSDT,1,241112,093900,218.63000000,218.76000000,218.34000000,218.36000000,11678.97400000
SOLUSDT,1,241112,093800,219.13000000,219.13000000,218.62000000,218.63000000,12387.34300000
SOLUSDT,1,241112,093700,219.48000000,219.48000000,219.13000000,219.14000000,3895.47300000
SOLUSDT,1,241112,093600,219.65000000,219.70000000,219.32000000,219.49000000,5202.09800000
SOLUSDT,1,241112,093500,219.67000000,219.76000000,219.50000000,219.66000000,3336.47000000
SOLUSDT,1,241112,093400,219.64000000,219.75000000,219.43000000,219.68000000,10335.76800000
SOLUSDT,1,241112,093300,219.86000000,219.94000000,219.49000000,219.64000000,8460.83200000
SOLUSDT,1,241112,093200,219.84000000,220.35000000,219.78000000,219.86000000,11221.35000000
SOLUSDT,1,241112,093100,219.53000000,219.93000000,219.48000000,219.84000000,6079.50200000
SOLUSDT,1,241112,093000,219.55000000,219.83000000,219.19000000,219.53000000,8044.31200000
SOLUSDT,1,241112,092900,219.78000000,219.86000000,219.45000000,219.55000000,5200.12800000
SOLUSDT,1,241112,092800,219.65000000,219.82000000,219.45000000,219.77000000,6837.88600000
SOLUSDT,1,241112,092700,219.94000000,220.06000000,219.54000000,219.66000000,4134.74800000
SOLUSDT,1,241112,092600,219.86000000,220.29000000,219.78000000,219.93000000,5724.60400000
SOLUSDT,1,241112,092500,219.56000000,220.07000000,219.56000000,219.86000000,4766.66300000
SOLUSDT,1,241112,092400,219.43000000,219.79000000,219.18000000,219.55000000,5439.30900000
SOLUSDT,1,241112,092300,220.01000000,220.11000000,219.26000000,219.43000000,11907.11200000
SOLUSDT,1,241112,092200,220.07000000,220.29000000,219.92000000,220.01000000,5167.67100000
SOLUSDT,1,241112,092100,220.01000000,220.41000000,219.90000000,220.07000000,6437.23800000
SOLUSDT,1,241112,092000,219.86000000,220.28000000,219.80000000,220.01000000,6102.10800000
SOLUSDT,1,241112,091900,219.68000000,219.96000000,219.48000000,219.87000000,7003.16400000
SOLUSDT,1,241112,091800,220.14000000,220.14000000,219.67000000,219.68000000,7691.60700000
SOLUSDT,1,241112,091700,219.37000000,220.41000000,219.37000000,220.13000000,13361.50400000
SOLUSDT,1,241112,091600,218.37000000,219.64000000,218.35000000,219.36000000,9202.18400000
SOLUSDT,1,241112,091500,219.22000000,219.24000000,218.30000000,218.37000000,19440.83500000
SOLUSDT,1,241112,091400,219.61000000,220.01000000,219.22000000,219.22000000,10790.32500000
SOLUSDT,1,241112,091300,219.87000000,219.95000000,219.13000000,219.61000000,10375.40700000
SOLUSDT,1,241112,091200,220.19000000,220.55000000,219.73000000,219.87000000,11592.62400000
SOLUSDT,1,241112,091100,221.09000000,221.42000000,219.76000000,220.19000000,15246.53300000
SOLUSDT,1,241112,091000,220.93000000,221.21000000,220.37000000,221.09000000,11983.13400000
SOLUSDT,1,241112,090900,221.42000000,221.55000000,220.00000000,220.93000000,25985.77300000
SOLUSDT,1,241112,090800,222.59000000,222.72000000,221.33000000,221.42000000,12880.41300000
SOLUSDT,1,241112,090700,223.31000000,223.37000000,222.57000000,222.59000000,9353.77800000
SOLUSDT,1,241112,090600,223.79000000,223.80000000,223.24000000,223.31000000,7228.44700000
SOLUSDT,1,241112,090500,224.08000000,224.13000000,223.68000000,223.80000000,5210.10600000
SOLUSDT,1,241112,090400,224.22000000,224.50000000,224.02000000,224.09000000,6234.01200000
SOLUSDT,1,241112,090300,224.75000000,224.89000000,224.15000000,224.23000000,6576.00600000
SOLUSDT,1,241112,090200,225.18000000,225.21000000,224.66000000,224.75000000,11743.17600000
SOLUSDT,1,241112,090100,224.93000000,225.18000000,224.89000000,225.17000000,22391.57000000
SOLUSDT,1,241112,090000,224.86000000,224.98000000,224.66000000,224.94000000,6758.85400000
SOLUSDT,1,241112,085900,224.68000000,224.95000000,224.64000000,224.86000000,7242.31300000
SOLUSDT,1,241112,085800,224.66000000,224.90000000,224.55000000,224.69000000,11166.57100000
SOLUSDT,1,241112,085700,224.37000000,224.78000000,224.34000000,224.67000000,8988.65400000
SOLUSDT,1,241112,085600,223.85000000,224.42000000,223.84000000,224.37000000,17840.80900000
SOLUSDT,1,241112,085500,223.97000000,224.00000000,223.56000000,223.85000000,9161.77300000
SOLUSDT,1,241112,085400,223.47000000,223.97000000,223.46000000,223.97000000,5811.53800000
SOLUSDT,1,241112,085300,223.19000000,223.56000000,223.11000000,223.48000000,4822.91500000
SOLUSDT,1,241112,085200,223.35000000,223.49000000,223.13000000,223.18000000,3092.59500000
SOLUSDT,1,241112,085100,223.03000000,223.43000000,222.99000000,223.34000000,3375.30600000
SOLUSDT,1,241112,085000,222.88000000,223.10000000,222.74000000,223.02000000,3274.11800000
SOLUSDT,1,241112,084900,222.56000000,223.00000000,222.56000000,222.89000000,3011.05800000
SOLUSDT,1,241112,084800,222.98000000,223.00000000,222.48000000,222.56000000,4691.93500000
SOLUSDT,1,241112,084700,223.19000000,223.24000000,222.90000000,222.97000000,2965.46300000
SOLUSDT,1,241112,084600,222.57000000,223.24000000,222.57000000,223.19000000,6015.49900000
SOLUSDT,1,241112,084500,222.51000000,222.67000000,221.99000000,222.57000000,11479.43400000
SOLUSDT,1,241112,084400,222.99000000,223.00000000,222.24000000,222.51000000,24576.29200000
SOLUSDT,1,241112,084300,222.99000000,223.03000000,222.85000000,223.00000000,1515.01600000
SOLUSDT,1,241112,084200,223.30000000,223.31000000,222.87000000,222.99000000,2739.47000000
SOLUSDT,1,241112,084100,223.03000000,223.32000000,223.00000000,223.29000000,3964.34400000
SOLUSDT,1,241112,084000,223.19000000,223.26000000,222.85000000,223.03000000,4845.98500000
SOLUSDT,1,241112,083900,223.40000000,223.58000000,223.14000000,223.19000000,2822.64400000
SOLUSDT,1,241112,083800,223.27000000,223.54000000,223.14000000,223.41000000,3500.61000000
SOLUSDT,1,241112,083700,222.82000000,223.38000000,222.78000000,223.28000000,4112.57000000
SOLUSDT,1,241112,083600,222.90000000,222.99000000,222.76000000,222.82000000,1817.27400000
SOLUSDT,1,241112,083500,222.78000000,222.99000000,222.68000000,222.89000000,2383.23900000
SOLUSDT,1,241112,083400,222.56000000,222.83000000,222.56000000,222.78000000,3641.73100000
SOLUSDT,1,241112,083300,222.70000000,223.06000000,222.56000000,222.56000000,6928.45200000
SOLUSDT,1,241112,083200,223.37000000,223.37000000,222.66000000,222.70000000,7848.02600000
SOLUSDT,1,241112,083100,223.58000000,223.62000000,222.97000000,223.37000000,4556.37900000
SOLUSDT,1,241112,083000,223.56000000,224.00000000,223.49000000,223.58000000,21843.61300000
SOLUSDT,1,241112,082900,223.36000000,223.60000000,223.27000000,223.55000000,3332.51500000
SOLUSDT,1,241112,082800,223.62000000,223.66000000,223.01000000,223.36000000,6540.71200000
SOLUSDT,1,241112,082700,223.60000000,223.84000000,223.57000000,223.63000000,3275.59800000
SOLUSDT,1,241112,082600,223.63000000,223.76000000,223.41000000,223.60000000,6488.20200000
SOLUSDT,1,241112,082500,223.94000000,223.99000000,223.60000000,223.63000000,5724.95500000
SOLUSDT,1,241112,082400,223.59000000,224.00000000,223.54000000,223.93000000,11857.57700000
SOLUSDT,1,241112,082300,223.86000000,223.91000000,223.48000000,223.58000000,5773.04200000
SOLUSDT,1,241112,082200,223.70000000,223.90000000,223.50000000,223.86000000,7585.47900000
SOLUSDT,1,241112,082100,223.58000000,223.86000000,223.46000000,223.71000000,17433.29000000
SOLUSDT,1,241112,082000,222.89000000,223.64000000,222.83000000,223.58000000,13075.49800000
SOLUSDT,1,241112,081900,222.78000000,223.03000000,222.64000000,222.88000000,10696.71300000
SOLUSDT,1,241112,081800,222.32000000,222.79000000,222.05000000,222.78000000,7456.41800000
SOLUSDT,1,241112,081700,222.04000000,222.33000000,221.88000000,222.32000000,7330.91200000
SOLUSDT,1,241112,081600,221.88000000,222.17000000,221.88000000,222.03000000,7865.63100000
SOLUSDT,1,241112,081500,221.26000000,221.98000000,221.21000000,221.88000000,8166.26900000
SOLUSDT,1,241112,081400,220.89000000,221.33000000,220.88000000,221.27000000,3722.85100000
SOLUSDT,1,241112,081300,221.03000000,221.14000000,220.86000000,220.88000000,3842.56200000
SOLUSDT,1,241112,081200,220.99000000,221.08000000,220.83000000,221.04000000,2340.81400000
SOLUSDT,1,241112,081100,221.26000000,221.57000000,220.97000000,220.98000000,2351.88500000
SOLUSDT,1,241112,081000,221.45000000,221.45000000,220.93000000,221.26000000,4743.69700000
SOLUSDT,1,241112,080900,221.45000000,221.70000000,221.41000000,221.46000000,2962.39500000
SOLUSDT,1,241112,080800,221.94000000,221.94000000,221.26000000,221.45000000,4109.33700000
SOLUSDT,1,241112,080700,221.57000000,221.95000000,221.56000000,221.94000000,7226.61000000
SOLUSDT,1,241112,080600,221.07000000,221.57000000,220.98000000,221.56000000,3820.52500000
SOLUSDT,1,241112,080500,220.91000000,221.12000000,220.59000000,221.08000000,3083.43200000
SOLUSDT,1,241112,080400,221.20000000,221.31000000,220.91000000,220.91000000,1984.95700000
SOLUSDT,1,241112,080300,221.34000000,221.37000000,221.11000000,221.20000000,4210.69500000
SOLUSDT,1,241112,080200,221.41000000,221.50000000,221.20000000,221.34000000,3208.32500000
SOLUSDT,1,241112,080100,221.63000000,221.73000000,221.09000000,221.42000000,3712.54900000
SOLUSDT,1,241112,080000,221.84000000,221.84000000,221.36000000,221.62000000,8431.64800000
SOLUSDT,1,241112,075900,221.45000000,221.92000000,221.39000000,221.84000000,18264.92000000
SOLUSDT,1,241112,075800,220.55000000,221.70000000,220.40000000,221.45000000,15389.75500000
SOLUSDT,1,241112,075700,220.82000000,220.93000000,220.54000000,220.55000000,4133.88400000
SOLUSDT,1,241112,075600,220.91000000,221.10000000,220.77000000,220.81000000,9811.87100000
SOLUSDT,1,241112,075500,220.59000000,220.95000000,220.53000000,220.91000000,6841.53200000
SOLUSDT,1,241112,075400,220.52000000,220.76000000,220.40000000,220.59000000,8748.15700000
SOLUSDT,1,241112,075300,220.34000000,220.56000000,220.33000000,220.52000000,3831.51800000
SOLUSDT,1,241112,075200,220.36000000,220.38000000,220.13000000,220.34000000,3495.72700000
SOLUSDT,1,241112,075100,220.03000000,220.46000000,220.03000000,220.35000000,7494.03000000
SOLUSDT,1,241112,075000,219.75000000,220.15000000,219.69000000,220.03000000,8117.63800000
SOLUSDT,1,241112,074900,219.36000000,219.80000000,219.31000000,219.75000000,4662.15600000
SOLUSDT,1,241112,074800,219.10000000,219.44000000,219.10000000,219.36000000,5872.24200000
SOLUSDT,1,241112,074700,219.25000000,219.36000000,219.07000000,219.10000000,1955.38600000
SOLUSDT,1,241112,074600,219.23000000,219.43000000,219.15000000,219.25000000,2920.55600000
SOLUSDT,1,241112,074500,219.46000000,219.56000000,219.22000000,219.24000000,3132.77900000
SOLUSDT,1,241112,074400,219.35000000,219.46000000,219.22000000,219.46000000,3920.43800000
SOLUSDT,1,241112,074300,219.20000000,219.36000000,219.17000000,219.35000000,1667.24900000
SOLUSDT,1,241112,074200,219.18000000,219.47000000,219.07000000,219.20000000,4667.73400000
SOLUSDT,1,241112,074100,219.05000000,219.35000000,219.01000000,219.17000000,3330.77300000
SOLUSDT,1,241112,074000,218.96000000,219.14000000,218.90000000,219.04000000,2895.40800000
SOLUSDT,1,241112,073900,219.30000000,219.42000000,218.91000000,218.95000000,3751.42300000
SOLUSDT,1,241112,073800,219.30000000,219.64000000,219.22000000,219.30000000,5229.55800000
SOLUSDT,1,241112,073700,219.35000000,219.47000000,219.08000000,219.30000000,2611.16300000
SOLUSDT,1,241112,073600,219.78000000,219.78000000,219.30000000,219.36000000,2506.55700000
SOLUSDT,1,241112,073500,219.61000000,220.00000000,219.57000000,219.78000000,4774.17000000
SOLUSDT,1,241112,073400,219.84000000,220.00000000,219.60000000,219.61000000,5263.45700000
SOLUSDT,1,241112,073300,219.75000000,219.97000000,219.57000000,219.84000000,5096.28200000
SOLUSDT,1,241112,073200,219.64000000,219.95000000,219.55000000,219.75000000,1933.77800000
SOLUSDT,1,241112,073100,219.83000000,220.11000000,219.52000000,219.65000000,8812.69100000
SOLUSDT,1,241112,073000,219.99000000,220.12000000,219.83000000,219.83000000,4180.73300000
SOLUSDT,1,241112,072900,220.33000000,220.42000000,219.98000000,219.99000000,2380.00100000
SOLUSDT,1,241112,072800,220.24000000,220.47000000,220.10000000,220.33000000,2261.37300000
SOLUSDT,1,241112,072700,220.29000000,220.60000000,220.19000000,220.23000000,3619.44700000
SOLUSDT,1,241112,072600,220.02000000,220.29000000,219.99000000,220.29000000,13439.98300000
SOLUSDT,1,241112,072500,219.93000000,220.03000000,219.79000000,220.03000000,2918.74300000
SOLUSDT,1,241112,072400,220.07000000,220.10000000,219.90000000,219.93000000,9084.96000000
SOLUSDT,1,241112,072300,220.05000000,220.11000000,219.91000000,220.07000000,2265.10800000
SOLUSDT,1,241112,072200,219.91000000,220.07000000,219.78000000,220.05000000,1982.21900000
SOLUSDT,1,241112,072100,219.93000000,220.07000000,219.54000000,219.91000000,2324.74500000
SOLUSDT,1,241112,072000,219.86000000,219.94000000,219.66000000,219.91000000,2805.61000000
SOLUSDT,1,241112,071900,220.19000000,220.20000000,219.80000000,219.86000000,2587.46400000
SOLUSDT,1,241112,071800,219.96000000,220.26000000,219.92000000,220.20000000,2172.72300000
SOLUSDT,1,241112,071700,220.10000000,220.37000000,219.89000000,219.95000000,4919.59200000
SOLUSDT,1,241112,071600,220.28000000,220.49000000,219.67000000,220.10000000,6599.33000000
SOLUSDT,1,241112,071500,220.13000000,220.41000000,220.10000000,220.27000000,3611.94900000
SOLUSDT,1,241112,071400,220.03000000,220.15000000,219.91000000,220.13000000,4315.64100000
SOLUSDT,1,241112,071300,219.58000000,220.02000000,219.58000000,220.02000000,5311.19500000
SOLUSDT,1,241112,071200,219.81000000,219.90000000,219.46000000,219.58000000,6013.75200000
SOLUSDT,1,241112,071100,219.36000000,219.83000000,219.32000000,219.81000000,6286.94600000
SOLUSDT,1,241112,071000,219.33000000,219.42000000,219.29000000,219.36000000,4035.14000000
SOLUSDT,1,241112,070900,219.37000000,219.40000000,219.13000000,219.32000000,3438.05400000
SOLUSDT,1,241112,070800,219.20000000,219.47000000,219.09000000,219.36000000,4128.03900000
SOLUSDT,1,241112,070700,219.35000000,219.52000000,219.08000000,219.21000000,2627.81900000
SOLUSDT,1,241112,070600,218.96000000,219.41000000,218.93000000,219.36000000,4351.94900000
SOLUSDT,1,241112,070500,219.13000000,219.13000000,218.66000000,218.95000000,3522.64200000
SOLUSDT,1,241112,070400,219.19000000,219.25000000,218.96000000,219.12000000,2612.37000000
SOLUSDT,1,241112,070300,219.02000000,219.34000000,219.02000000,219.20000000,2576.23600000
SOLUSDT,1,241112,070200,219.03000000,219.11000000,218.60000000,219.02000000,6705.76300000
SOLUSDT,1,241112,070100,219.88000000,219.95000000,218.74000000,219.04000000,13020.30500000
SOLUSDT,1,241112,070000,219.91000000,220.01000000,219.68000000,219.88000000,5120.27800000
SOLUSDT,1,241112,065900,219.56000000,220.01000000,219.54000000,219.92000000,6493.13600000
SOLUSDT,1,241112,065800,219.71000000,219.87000000,219.56000000,219.56000000,3493.83300000
SOLUSDT,1,241112,065700,219.65000000,219.78000000,219.37000000,219.70000000,6519.33600000
SOLUSDT,1,241112,065600,219.80000000,219.99000000,219.50000000,219.70000000,5942.13300000
SOLUSDT,1,241112,065500,220.16000000,220.16000000,219.77000000,219.79000000,6397.73700000
SOLUSDT,1,241112,065400,220.45000000,220.50000000,220.03000000,220.14000000,5725.33000000
SOLUSDT,1,241112,065300,220.68000000,220.72000000,220.25000000,220.46000000,3420.02300000
SOLUSDT,1,241112,065200,220.27000000,220.71000000,220.25000000,220.68000000,3619.48300000
SOLUSDT,1,241112,065100,220.71000000,221.00000000,220.15000000,220.27000000,7622.44200000
SOLUSDT,1,241112,065000,220.77000000,220.85000000,220.39000000,220.72000000,6734.30600000
SOLUSDT,1,241112,064900,220.09000000,220.87000000,220.03000000,220.77000000,13530.44400000
SOLUSDT,1,241112,064800,219.87000000,220.30000000,219.61000000,220.08000000,13652.23700000
SOLUSDT,1,241112,064700,219.82000000,219.97000000,219.47000000,219.87000000,9011.06500000
SOLUSDT,1,241112,064600,220.07000000,220.32000000,219.64000000,219.82000000,9304.00600000
SOLUSDT,1,241112,064500,219.82000000,220.14000000,219.70000000,220.07000000,12412.47300000
SOLUSDT,1,241112,064400,219.69000000,219.83000000,219.53000000,219.81000000,4695.79500000
SOLUSDT,1,241112,064300,219.30000000,219.69000000,219.25000000,219.69000000,3164.59700000
SOLUSDT,1,241112,064200,219.28000000,219.56000000,219.12000000,219.30000000,13646.68600000
SOLUSDT,1,241112,064100,219.05000000,219.38000000,219.00000000,219.29000000,3933.15000000
SOLUSDT,1,241112,064000,218.98000000,219.06000000,218.84000000,219.05000000,3100.73500000
SOLUSDT,1,241112,063900,218.89000000,219.01000000,218.79000000,218.98000000,3262.45200000
SOLUSDT,1,241112,063800,219.00000000,219.05000000,218.66000000,218.88000000,3136.12800000
SOLUSDT,1,241112,063700,218.87000000,219.06000000,218.67000000,219.00000000,2967.10600000
SOLUSDT,1,241112,063600,218.70000000,218.99000000,218.52000000,218.87000000,3519.92900000
SOLUSDT,1,241112,063500,219.09000000,219.16000000,218.69000000,218.70000000,3165.88100000
SOLUSDT,1,241112,063400,219.04000000,219.21000000,218.95000000,219.09000000,4046.30000000
SOLUSDT,1,241112,063300,218.67000000,219.09000000,218.55000000,219.05000000,3408.85100000
SOLUSDT,1,241112,063200,218.23000000,218.76000000,218.23000000,218.68000000,2757.72000000
SOLUSDT,1,241112,063100,217.89000000,218.41000000,217.89000000,218.24000000,2662.44000000
SOLUSDT,1,241112,063000,218.23000000,218.23000000,217.78000000,217.89000000,5160.12600000
SOLUSDT,1,241112,062900,218.50000000,218.54000000,218.20000000,218.22000000,4903.43700000
SOLUSDT,1,241112,062800,218.58000000,218.62000000,218.30000000,218.50000000,3902.42700000
SOLUSDT,1,241112,062700,218.62000000,218.77000000,218.55000000,218.58000000,2727.44700000
SOLUSDT,1,241112,062600,218.20000000,218.63000000,218.20000000,218.62000000,2298.86100000
SOLUSDT,1,241112,062500,218.66000000,218.70000000,218.15000000,218.20000000,2462.79500000
