<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SOLUSDT,1,241110,204100,204.94000000,204.97000000,204.59000000,204.60000000,6242.28700000
SOLUSDT,1,241110,204000,205.05000000,205.27000000,204.88000000,204.94000000,5006.90300000
SOLUSDT,1,241110,203900,205.26000000,205.28000000,204.88000000,205.05000000,16810.65900000
SOLUSDT,1,241110,203800,205.88000000,205.88000000,205.23000000,205.25000000,2293.19600000
SOLUSDT,1,241110,203700,205.57000000,205.90000000,205.57000000,205.87000000,2808.27500000
SOLUSDT,1,241110,203600,205.71000000,205.87000000,205.52000000,205.56000000,3732.10300000
SOLUSDT,1,241110,203500,205.65000000,206.03000000,205.59000000,205.71000000,3672.26500000
SOLUSDT,1,241110,203400,206.20000000,206.30000000,205.63000000,205.65000000,3319.55700000
SOLUSDT,1,241110,203300,206.42000000,206.42000000,205.90000000,206.20000000,3124.07800000
SOLUSDT,1,241110,203200,206.20000000,206.57000000,206.10000000,206.43000000,5677.38600000
SOLUSDT,1,241110,203100,206.25000000,206.33000000,205.85000000,206.21000000,8172.47100000
SOLUSDT,1,241110,203000,205.82000000,206.26000000,205.77000000,206.25000000,3642.85300000
SOLUSDT,1,241110,202900,205.88000000,206.08000000,205.71000000,205.82000000,3106.18300000
SOLUSDT,1,241110,202800,206.00000000,206.34000000,205.87000000,205.88000000,3640.39100000
SOLUSDT,1,241110,202700,206.31000000,206.37000000,205.96000000,205.99000000,7339.07500000
SOLUSDT,1,241110,202600,206.63000000,206.81000000,206.27000000,206.30000000,5205.48700000
SOLUSDT,1,241110,202500,206.44000000,206.86000000,206.44000000,206.63000000,5449.51600000
SOLUSDT,1,241110,202400,206.37000000,206.48000000,206.14000000,206.44000000,2162.62600000
SOLUSDT,1,241110,202300,206.42000000,206.61000000,206.28000000,206.37000000,3407.08100000
SOLUSDT,1,241110,202200,206.88000000,207.00000000,206.38000000,206.42000000,3792.68200000
SOLUSDT,1,241110,202100,207.05000000,207.15000000,206.76000000,206.88000000,3364.82800000
SOLUSDT,1,241110,202000,206.62000000,207.22000000,206.56000000,207.07000000,5712.25300000
SOLUSDT,1,241110,201900,206.62000000,207.11000000,206.47000000,206.61000000,6336.91200000
SOLUSDT,1,241110,201800,205.47000000,206.84000000,205.47000000,206.61000000,15877.69000000
SOLUSDT,1,241110,201700,205.30000000,205.67000000,205.03000000,205.48000000,15252.50800000
SOLUSDT,1,241110,201600,206.35000000,206.70000000,205.08000000,205.29000000,32897.11300000
SOLUSDT,1,241110,201500,206.44000000,206.58000000,206.28000000,206.34000000,5263.06700000
SOLUSDT,1,241110,201400,207.10000000,207.24000000,206.32000000,206.44000000,6314.52300000
SOLUSDT,1,241110,201300,206.73000000,207.24000000,206.61000000,207.09000000,4499.37200000
SOLUSDT,1,241110,201200,207.37000000,207.51000000,206.68000000,206.73000000,4499.78900000
SOLUSDT,1,241110,201100,207.29000000,207.72000000,207.12000000,207.38000000,5963.19300000
SOLUSDT,1,241110,201000,207.07000000,207.51000000,207.07000000,207.30000000,2742.48300000
SOLUSDT,1,241110,200900,207.01000000,207.39000000,207.01000000,207.07000000,3278.29600000
SOLUSDT,1,241110,200800,207.67000000,207.84000000,206.89000000,207.02000000,8249.38900000
SOLUSDT,1,241110,200700,208.43000000,208.49000000,207.62000000,207.66000000,6698.05800000
SOLUSDT,1,241110,200600,208.90000000,208.93000000,208.32000000,208.42000000,6107.34300000
SOLUSDT,1,241110,200500,208.80000000,209.14000000,208.77000000,208.89000000,3004.70900000
SOLUSDT,1,241110,200400,209.40000000,209.43000000,208.73000000,208.80000000,4496.00600000
SOLUSDT,1,241110,200300,208.84000000,209.47000000,208.73000000,209.40000000,6354.83800000
SOLUSDT,1,241110,200200,209.36000000,209.36000000,208.67000000,208.84000000,7875.57300000
SOLUSDT,1,241110,200100,208.53000000,209.54000000,208.53000000,209.35000000,14767.58900000
SOLUSDT,1,241110,200000,208.48000000,208.53000000,208.21000000,208.52000000,4136.18100000
SOLUSDT,1,241110,195900,208.15000000,208.48000000,208.00000000,208.47000000,4561.97100000
SOLUSDT,1,241110,195800,207.73000000,208.34000000,207.64000000,208.16000000,5699.04300000
SOLUSDT,1,241110,195700,207.45000000,207.93000000,207.45000000,207.73000000,7537.86200000
SOLUSDT,1,241110,195600,207.93000000,208.04000000,207.31000000,207.45000000,5365.46900000
SOLUSDT,1,241110,195500,207.75000000,208.42000000,207.71000000,207.92000000,4051.00500000
SOLUSDT,1,241110,195400,208.15000000,208.15000000,207.65000000,207.75000000,5282.89200000
SOLUSDT,1,241110,195300,207.68000000,208.35000000,207.62000000,208.15000000,5046.64100000
SOLUSDT,1,241110,195200,208.10000000,208.10000000,207.33000000,207.69000000,7455.62700000
SOLUSDT,1,241110,195100,208.15000000,208.15000000,207.45000000,208.10000000,5335.78200000
SOLUSDT,1,241110,195000,207.92000000,208.16000000,207.32000000,208.16000000,6203.03700000
SOLUSDT,1,241110,194900,206.86000000,208.06000000,206.78000000,207.93000000,9888.70300000
SOLUSDT,1,241110,194800,206.32000000,207.00000000,206.25000000,206.85000000,14479.78600000
SOLUSDT,1,241110,194700,208.02000000,208.04000000,206.28000000,206.31000000,18925.06700000
SOLUSDT,1,241110,194600,207.71000000,208.35000000,207.58000000,208.02000000,10503.65800000
SOLUSDT,1,241110,194500,208.39000000,208.57000000,207.41000000,207.70000000,33834.55200000
SOLUSDT,1,241110,194400,209.39000000,209.44000000,208.10000000,208.39000000,27679.71700000
SOLUSDT,1,241110,194300,209.76000000,209.79000000,209.35000000,209.38000000,3373.89500000
SOLUSDT,1,241110,194200,210.03000000,210.13000000,209.70000000,209.75000000,3153.84500000
SOLUSDT,1,241110,194100,210.33000000,210.33000000,209.83000000,210.03000000,4140.60300000
SOLUSDT,1,241110,194000,209.82000000,210.34000000,209.81000000,210.34000000,3692.58000000
SOLUSDT,1,241110,193900,209.95000000,210.15000000,209.69000000,209.81000000,6675.21800000
SOLUSDT,1,241110,193800,210.50000000,210.54000000,209.95000000,209.95000000,2166.61700000
SOLUSDT,1,241110,193700,210.18000000,210.50000000,210.00000000,210.49000000,4120.89100000
SOLUSDT,1,241110,193600,210.01000000,210.30000000,209.62000000,210.18000000,7074.13600000
SOLUSDT,1,241110,193500,210.40000000,210.47000000,210.00000000,210.01000000,2785.08700000
SOLUSDT,1,241110,193400,210.61000000,210.64000000,210.33000000,210.40000000,2257.77700000
SOLUSDT,1,241110,193300,210.53000000,210.82000000,210.45000000,210.61000000,3123.47600000
SOLUSDT,1,241110,193200,210.68000000,210.86000000,210.50000000,210.53000000,2479.93400000
SOLUSDT,1,241110,193100,210.89000000,210.93000000,210.68000000,210.68000000,4021.18000000
SOLUSDT,1,241110,193000,210.40000000,211.04000000,210.35000000,210.89000000,5770.01700000
SOLUSDT,1,241110,192900,210.35000000,210.50000000,210.22000000,210.40000000,1928.05300000
SOLUSDT,1,241110,192800,210.32000000,210.43000000,210.11000000,210.35000000,2641.55100000
SOLUSDT,1,241110,192700,210.02000000,210.39000000,209.95000000,210.32000000,6469.59200000
SOLUSDT,1,241110,192600,210.28000000,210.30000000,209.96000000,210.02000000,11738.84000000
SOLUSDT,1,241110,192500,210.58000000,210.58000000,210.24000000,210.28000000,3349.62500000
SOLUSDT,1,241110,192400,210.57000000,210.85000000,210.52000000,210.57000000,2556.95500000
SOLUSDT,1,241110,192300,210.37000000,210.80000000,210.33000000,210.57000000,3080.88300000
SOLUSDT,1,241110,192200,210.29000000,210.53000000,210.24000000,210.37000000,5167.33000000
SOLUSDT,1,241110,192100,210.53000000,210.73000000,210.28000000,210.29000000,5437.00300000
SOLUSDT,1,241110,192000,210.76000000,210.99000000,210.51000000,210.52000000,3892.35400000
SOLUSDT,1,241110,191900,210.08000000,210.86000000,210.08000000,210.77000000,8786.84000000
SOLUSDT,1,241110,191800,210.36000000,210.74000000,210.08000000,210.08000000,8926.54000000
SOLUSDT,1,241110,191700,210.51000000,210.77000000,210.35000000,210.36000000,10339.01700000
SOLUSDT,1,241110,191600,210.84000000,210.93000000,210.34000000,210.51000000,8370.48100000
SOLUSDT,1,241110,191500,211.49000000,211.49000000,210.76000000,210.85000000,9698.58100000
SOLUSDT,1,241110,191400,211.69000000,211.92000000,211.48000000,211.49000000,2845.65300000
SOLUSDT,1,241110,191300,212.37000000,212.37000000,211.62000000,211.70000000,3370.87700000
SOLUSDT,1,241110,191200,212.57000000,212.57000000,212.25000000,212.37000000,2462.91400000
SOLUSDT,1,241110,191100,212.51000000,212.63000000,212.30000000,212.58000000,2417.74800000
SOLUSDT,1,241110,191000,212.64000000,212.74000000,212.27000000,212.50000000,2434.62000000
SOLUSDT,1,241110,190900,212.53000000,212.82000000,212.47000000,212.63000000,4534.62800000
SOLUSDT,1,241110,190800,212.35000000,212.69000000,212.33000000,212.53000000,2544.57800000
SOLUSDT,1,241110,190700,212.94000000,212.94000000,212.31000000,212.36000000,3183.22500000
SOLUSDT,1,241110,190600,213.02000000,213.07000000,212.70000000,212.94000000,3147.15300000
SOLUSDT,1,241110,190500,212.80000000,213.03000000,212.60000000,213.02000000,3050.22100000
SOLUSDT,1,241110,190400,212.48000000,212.80000000,212.43000000,212.79000000,1443.93400000
SOLUSDT,1,241110,190300,212.75000000,212.81000000,212.38000000,212.47000000,1895.39800000
SOLUSDT,1,241110,190200,212.42000000,212.98000000,212.32000000,212.74000000,10437.30800000
SOLUSDT,1,241110,190100,211.86000000,212.45000000,211.81000000,212.43000000,5257.50700000
SOLUSDT,1,241110,190000,212.25000000,212.33000000,211.73000000,211.85000000,7929.90500000
SOLUSDT,1,241110,185900,212.27000000,212.28000000,211.88000000,212.25000000,10722.27100000
SOLUSDT,1,241110,185800,212.60000000,212.63000000,212.13000000,212.28000000,4817.84500000
SOLUSDT,1,241110,185700,212.54000000,212.70000000,212.12000000,212.60000000,9628.11600000
SOLUSDT,1,241110,185600,213.42000000,213.44000000,212.46000000,212.54000000,28979.00600000
SOLUSDT,1,241110,185500,213.51000000,213.74000000,213.39000000,213.42000000,5737.39700000
SOLUSDT,1,241110,185400,213.84000000,213.84000000,213.50000000,213.50000000,2879.85600000
SOLUSDT,1,241110,185300,214.54000000,214.54000000,213.83000000,213.84000000,5172.26000000
SOLUSDT,1,241110,185200,214.63000000,214.67000000,214.26000000,214.54000000,4528.37000000
SOLUSDT,1,241110,185100,214.39000000,214.79000000,214.30000000,214.63000000,4513.11300000
SOLUSDT,1,241110,185000,214.67000000,214.67000000,214.35000000,214.39000000,5744.37000000
SOLUSDT,1,241110,184900,214.55000000,214.67000000,214.34000000,214.66000000,7150.15000000
SOLUSDT,1,241110,184800,214.25000000,214.62000000,214.25000000,214.54000000,2451.57400000
SOLUSDT,1,241110,184700,214.11000000,214.38000000,214.10000000,214.25000000,3277.43300000
SOLUSDT,1,241110,184600,214.00000000,214.19000000,213.98000000,214.11000000,2942.32500000
SOLUSDT,1,241110,184500,213.62000000,214.17000000,213.50000000,214.00000000,2773.12200000
SOLUSDT,1,241110,184400,213.96000000,214.00000000,213.58000000,213.63000000,2222.82600000
SOLUSDT,1,241110,184300,214.08000000,214.36000000,213.93000000,213.97000000,2459.58100000
SOLUSDT,1,241110,184200,214.22000000,214.36000000,214.02000000,214.08000000,3763.77000000
SOLUSDT,1,241110,184100,214.22000000,214.57000000,214.13000000,214.23000000,4961.03100000
SOLUSDT,1,241110,184000,213.98000000,214.23000000,213.60000000,214.21000000,4614.82100000
SOLUSDT,1,241110,183900,214.24000000,214.29000000,213.96000000,213.98000000,5965.81400000
SOLUSDT,1,241110,183800,214.77000000,214.86000000,214.21000000,214.24000000,12649.74300000
SOLUSDT,1,241110,183700,214.36000000,214.82000000,214.31000000,214.77000000,5461.64300000
SOLUSDT,1,241110,183600,213.93000000,214.56000000,213.89000000,214.37000000,5095.61900000
SOLUSDT,1,241110,183500,213.93000000,214.01000000,213.71000000,213.93000000,2458.21700000
SOLUSDT,1,241110,183400,213.88000000,214.28000000,213.81000000,213.93000000,5320.28400000
SOLUSDT,1,241110,183300,213.49000000,213.91000000,213.33000000,213.89000000,3367.21000000
SOLUSDT,1,241110,183200,213.96000000,214.19000000,213.35000000,213.50000000,4338.81800000
SOLUSDT,1,241110,183100,214.51000000,214.57000000,213.96000000,213.96000000,4348.24600000
SOLUSDT,1,241110,183000,214.31000000,214.72000000,214.10000000,214.51000000,4941.70800000
SOLUSDT,1,241110,182900,214.27000000,214.37000000,214.16000000,214.30000000,3814.94500000
SOLUSDT,1,241110,182800,214.61000000,214.83000000,214.20000000,214.28000000,6901.72500000
SOLUSDT,1,241110,182700,214.34000000,214.79000000,214.10000000,214.61000000,6177.04500000
SOLUSDT,1,241110,182600,213.54000000,214.39000000,213.51000000,214.34000000,5373.00900000
SOLUSDT,1,241110,182500,213.26000000,213.65000000,213.16000000,213.54000000,4581.26400000
SOLUSDT,1,241110,182400,213.45000000,213.53000000,213.13000000,213.26000000,5084.17500000
SOLUSDT,1,241110,182300,213.24000000,213.47000000,213.22000000,213.44000000,3280.83700000
SOLUSDT,1,241110,182200,213.58000000,213.58000000,213.09000000,213.25000000,5074.73800000
SOLUSDT,1,241110,182100,213.32000000,213.73000000,213.32000000,213.59000000,5669.95400000
SOLUSDT,1,241110,182000,213.42000000,213.42000000,212.71000000,213.31000000,8511.04200000
SOLUSDT,1,241110,181900,213.35000000,213.91000000,213.30000000,213.41000000,4250.00200000
SOLUSDT,1,241110,181800,213.74000000,213.76000000,213.34000000,213.35000000,5618.18800000
SOLUSDT,1,241110,181700,213.76000000,213.96000000,213.65000000,213.74000000,3503.47600000
SOLUSDT,1,241110,181600,213.48000000,214.04000000,213.46000000,213.75000000,5164.99800000
SOLUSDT,1,241110,181500,213.21000000,213.53000000,213.03000000,213.49000000,5994.10100000
SOLUSDT,1,241110,181400,213.83000000,213.90000000,213.18000000,213.21000000,4020.64100000
SOLUSDT,1,241110,181300,214.05000000,214.20000000,213.76000000,213.83000000,6450.98100000
SOLUSDT,1,241110,181200,214.15000000,214.32000000,213.95000000,214.05000000,4937.89900000
SOLUSDT,1,241110,181100,213.68000000,214.27000000,213.58000000,214.15000000,4903.50300000
SOLUSDT,1,241110,181000,213.83000000,214.10000000,213.65000000,213.68000000,6695.11100000
SOLUSDT,1,241110,180900,214.47000000,214.63000000,213.78000000,213.83000000,8158.76600000
SOLUSDT,1,241110,180800,214.68000000,214.69000000,214.29000000,214.48000000,8177.48200000
SOLUSDT,1,241110,180700,214.31000000,214.86000000,214.10000000,214.68000000,7475.68200000
SOLUSDT,1,241110,180600,213.79000000,214.52000000,213.79000000,214.31000000,8361.95400000
SOLUSDT,1,241110,180500,213.81000000,213.93000000,213.46000000,213.78000000,9279.57900000
SOLUSDT,1,241110,180400,213.93000000,214.31000000,213.79000000,213.81000000,6272.59600000
SOLUSDT,1,241110,180300,212.84000000,213.99000000,212.70000000,213.92000000,12645.88600000
SOLUSDT,1,241110,180200,212.54000000,213.02000000,212.53000000,212.84000000,8911.25000000
SOLUSDT,1,241110,180100,212.73000000,212.79000000,212.37000000,212.54000000,10312.01200000
SOLUSDT,1,241110,180000,212.75000000,213.32000000,212.71000000,212.73000000,11969.80400000
SOLUSDT,1,241110,175900,213.69000000,213.74000000,212.70000000,212.75000000,8574.48700000
SOLUSDT,1,241110,175800,214.03000000,214.08000000,213.51000000,213.68000000,7351.20800000
SOLUSDT,1,241110,175700,214.46000000,214.50000000,213.93000000,214.04000000,12689.52500000
SOLUSDT,1,241110,175600,214.78000000,214.97000000,214.26000000,214.47000000,15034.27500000
SOLUSDT,1,241110,175500,214.96000000,215.12000000,214.44000000,214.78000000,11337.65300000
SOLUSDT,1,241110,175400,215.13000000,215.23000000,214.80000000,214.96000000,5742.69900000
SOLUSDT,1,241110,175300,214.73000000,215.24000000,214.69000000,215.12000000,10144.78900000
SOLUSDT,1,241110,175200,215.01000000,215.27000000,214.69000000,214.73000000,15722.99700000
SOLUSDT,1,241110,175100,213.75000000,215.12000000,213.68000000,215.02000000,36286.97000000
SOLUSDT,1,241110,175000,213.20000000,214.00000000,213.11000000,213.76000000,10529.56000000
SOLUSDT,1,241110,174900,212.77000000,213.25000000,212.77000000,213.21000000,8069.27000000
SOLUSDT,1,241110,174800,212.80000000,212.99000000,212.71000000,212.76000000,3274.65600000
SOLUSDT,1,241110,174700,212.60000000,212.93000000,212.37000000,212.81000000,3892.28100000
SOLUSDT,1,241110,174600,212.55000000,212.64000000,212.14000000,212.61000000,9415.43700000
SOLUSDT,1,241110,174500,212.74000000,212.79000000,212.20000000,212.55000000,4748.14900000
SOLUSDT,1,241110,174400,212.97000000,213.04000000,212.74000000,212.75000000,3106.23400000
SOLUSDT,1,241110,174300,212.95000000,213.07000000,212.73000000,212.96000000,9134.28500000
SOLUSDT,1,241110,174200,212.76000000,213.00000000,212.64000000,212.95000000,4540.17600000
SOLUSDT,1,241110,174100,212.28000000,212.85000000,212.12000000,212.76000000,5063.60300000
SOLUSDT,1,241110,174000,212.58000000,212.58000000,212.23000000,212.28000000,2493.44700000
SOLUSDT,1,241110,173900,212.69000000,212.90000000,212.46000000,212.58000000,6187.47300000
SOLUSDT,1,241110,173800,211.93000000,212.81000000,211.87000000,212.68000000,15263.81700000
SOLUSDT,1,241110,173700,212.12000000,212.28000000,211.85000000,211.93000000,5655.53000000
SOLUSDT,1,241110,173600,211.95000000,212.12000000,211.78000000,212.12000000,4828.71300000
SOLUSDT,1,241110,173500,211.64000000,212.09000000,211.62000000,211.96000000,2237.24700000
SOLUSDT,1,241110,173400,211.90000000,211.90000000,211.41000000,211.64000000,3574.60800000
SOLUSDT,1,241110,173300,211.91000000,212.07000000,211.82000000,211.90000000,2633.30900000
SOLUSDT,1,241110,173200,211.98000000,212.05000000,211.75000000,211.90000000,4738.88800000
SOLUSDT,1,241110,173100,211.40000000,211.99000000,211.37000000,211.98000000,4703.98300000
SOLUSDT,1,241110,173000,211.11000000,211.50000000,211.11000000,211.40000000,6317.01200000
SOLUSDT,1,241110,172900,211.04000000,211.18000000,211.00000000,211.11000000,3748.18100000
SOLUSDT,1,241110,172800,211.11000000,211.21000000,211.00000000,211.04000000,3876.41700000
SOLUSDT,1,241110,172700,211.09000000,211.17000000,210.90000000,211.10000000,5648.40800000
SOLUSDT,1,241110,172600,210.73000000,211.14000000,210.72000000,211.10000000,3482.43900000
SOLUSDT,1,241110,172500,210.73000000,210.89000000,210.60000000,210.73000000,3281.55100000
SOLUSDT,1,241110,172400,210.83000000,211.01000000,210.63000000,210.73000000,9345.01700000
SOLUSDT,1,241110,172300,210.87000000,211.04000000,210.82000000,210.83000000,3677.42300000
SOLUSDT,1,241110,172200,210.91000000,211.12000000,210.87000000,210.88000000,3200.40500000
SOLUSDT,1,241110,172100,211.22000000,211.25000000,210.87000000,210.91000000,3559.85000000
SOLUSDT,1,241110,172000,211.35000000,211.48000000,211.11000000,211.23000000,4921.11000000
SOLUSDT,1,241110,171900,210.84000000,211.35000000,210.81000000,211.35000000,3169.07300000
SOLUSDT,1,241110,171800,210.68000000,210.95000000,210.65000000,210.85000000,1207.48500000
SOLUSDT,1,241110,171700,210.54000000,210.73000000,210.54000000,210.69000000,1534.01000000
SOLUSDT,1,241110,171600,210.83000000,210.93000000,210.53000000,210.55000000,2396.93400000
SOLUSDT,1,241110,171500,210.84000000,210.94000000,210.74000000,210.84000000,3474.56800000
SOLUSDT,1,241110,171400,210.77000000,210.86000000,210.75000000,210.84000000,2515.77500000
SOLUSDT,1,241110,171300,210.79000000,210.86000000,210.54000000,210.76000000,4261.32100000
SOLUSDT,1,241110,171200,210.91000000,211.01000000,210.75000000,210.79000000,1456.61000000
SOLUSDT,1,241110,171100,210.88000000,211.21000000,210.82000000,210.91000000,1940.26500000
SOLUSDT,1,241110,171000,211.13000000,211.21000000,210.81000000,210.88000000,2758.59700000
SOLUSDT,1,241110,170900,211.07000000,211.35000000,211.06000000,211.12000000,2346.45700000
SOLUSDT,1,241110,170800,211.23000000,211.40000000,210.97000000,211.07000000,4362.41300000
SOLUSDT,1,241110,170700,211.13000000,211.37000000,210.98000000,211.23000000,2223.53300000
SOLUSDT,1,241110,170600,211.55000000,211.63000000,211.08000000,211.12000000,4921.40500000
SOLUSDT,1,241110,170500,211.40000000,211.57000000,210.94000000,211.54000000,7742.20000000
SOLUSDT,1,241110,170400,211.15000000,211.42000000,211.15000000,211.40000000,2980.73100000
SOLUSDT,1,241110,170300,210.97000000,211.17000000,210.73000000,211.14000000,1978.67300000
SOLUSDT,1,241110,170200,211.12000000,211.19000000,210.88000000,210.98000000,4531.09500000
SOLUSDT,1,241110,170100,211.16000000,211.52000000,211.09000000,211.11000000,9994.81600000
SOLUSDT,1,241110,170000,211.05000000,211.27000000,211.01000000,211.16000000,3005.08400000
SOLUSDT,1,241110,165900,210.78000000,211.17000000,210.74000000,211.05000000,3570.49600000
SOLUSDT,1,241110,165800,210.67000000,210.81000000,210.61000000,210.79000000,1659.31100000
SOLUSDT,1,241110,165700,210.38000000,210.82000000,210.38000000,210.67000000,3491.11400000
SOLUSDT,1,241110,165600,210.59000000,210.64000000,210.33000000,210.38000000,1726.98100000
SOLUSDT,1,241110,165500,210.59000000,210.76000000,210.39000000,210.60000000,3566.08300000
SOLUSDT,1,241110,165400,210.45000000,210.60000000,210.32000000,210.59000000,1644.25400000
SOLUSDT,1,241110,165300,210.21000000,210.60000000,210.14000000,210.44000000,2663.71900000
SOLUSDT,1,241110,165200,210.21000000,210.34000000,210.07000000,210.20000000,2011.78800000
SOLUSDT,1,241110,165100,209.61000000,210.25000000,209.61000000,210.21000000,4214.78300000
SOLUSDT,1,241110,165000,209.93000000,210.03000000,209.57000000,209.61000000,7275.78100000
SOLUSDT,1,241110,164900,210.64000000,210.64000000,209.89000000,209.93000000,4679.86300000
SOLUSDT,1,241110,164800,210.90000000,211.02000000,210.42000000,210.64000000,5374.60400000
SOLUSDT,1,241110,164700,210.77000000,210.91000000,210.59000000,210.91000000,4368.65500000
SOLUSDT,1,241110,164600,211.07000000,211.08000000,210.36000000,210.77000000,5356.01900000
SOLUSDT,1,241110,164500,210.97000000,211.35000000,210.89000000,211.07000000,2482.40400000
SOLUSDT,1,241110,164400,211.29000000,211.34000000,210.92000000,210.97000000,3249.46000000
SOLUSDT,1,241110,164300,211.35000000,211.35000000,211.10000000,211.29000000,3595.22500000
SOLUSDT,1,241110,164200,211.40000000,211.40000000,211.23000000,211.36000000,1478.45200000
SOLUSDT,1,241110,164100,211.01000000,211.41000000,211.00000000,211.40000000,4748.13600000
SOLUSDT,1,241110,164000,210.78000000,211.07000000,210.74000000,211.00000000,1745.76600000
SOLUSDT,1,241110,163900,210.87000000,210.87000000,210.52000000,210.78000000,3242.11700000
SOLUSDT,1,241110,163800,210.85000000,210.96000000,210.66000000,210.87000000,2245.82900000
SOLUSDT,1,241110,163700,210.75000000,211.18000000,210.69000000,210.85000000,3178.21900000
SOLUSDT,1,241110,163600,210.27000000,210.78000000,210.11000000,210.76000000,2229.28000000
SOLUSDT,1,241110,163500,210.85000000,211.00000000,210.27000000,210.28000000,5382.55000000
SOLUSDT,1,241110,163400,211.16000000,211.24000000,210.74000000,210.84000000,2755.87800000
SOLUSDT,1,241110,163300,210.83000000,211.24000000,210.69000000,211.17000000,6027.42300000
SOLUSDT,1,241110,163200,210.86000000,210.95000000,210.52000000,210.83000000,9782.56300000
SOLUSDT,1,241110,163100,210.91000000,211.14000000,210.76000000,210.86000000,9380.39100000
SOLUSDT,1,241110,163000,210.24000000,210.92000000,210.20000000,210.91000000,10990.85900000
SOLUSDT,1,241110,162900,209.93000000,210.35000000,209.88000000,210.23000000,5529.03200000
SOLUSDT,1,241110,162800,209.94000000,210.16000000,209.91000000,209.93000000,8281.97000000
SOLUSDT,1,241110,162700,209.71000000,209.97000000,209.71000000,209.94000000,5269.53500000
SOLUSDT,1,241110,162600,209.75000000,209.94000000,209.50000000,209.71000000,6147.15100000
SOLUSDT,1,241110,162500,209.14000000,209.75000000,209.14000000,209.74000000,8459.60300000
SOLUSDT,1,241110,162400,209.07000000,209.24000000,209.00000000,209.14000000,6128.79400000
SOLUSDT,1,241110,162300,209.42000000,209.56000000,209.01000000,209.06000000,8317.48800000
SOLUSDT,1,241110,162200,209.72000000,209.72000000,209.31000000,209.41000000,12517.46000000
SOLUSDT,1,241110,162100,209.93000000,209.99000000,209.71000000,209.72000000,5296.46500000
SOLUSDT,1,241110,162000,209.87000000,209.93000000,209.73000000,209.93000000,4091.13900000
SOLUSDT,1,241110,161900,209.86000000,209.98000000,209.77000000,209.87000000,5331.63900000
SOLUSDT,1,241110,161800,210.47000000,210.47000000,209.74000000,209.85000000,11720.35900000
SOLUSDT,1,241110,161700,210.43000000,210.47000000,210.25000000,210.47000000,3548.62800000
SOLUSDT,1,241110,161600,210.84000000,210.86000000,210.34000000,210.43000000,15801.71200000
SOLUSDT,1,241110,161500,211.52000000,211.62000000,210.78000000,210.85000000,7152.38000000
SOLUSDT,1,241110,161400,211.97000000,212.12000000,211.48000000,211.52000000,4892.66300000
SOLUSDT,1,241110,161300,211.34000000,212.19000000,211.34000000,211.97000000,7322.55800000
SOLUSDT,1,241110,161200,211.40000000,211.68000000,211.29000000,211.34000000,6508.37600000
SOLUSDT,1,241110,161100,211.85000000,211.88000000,211.38000000,211.40000000,9767.29800000
SOLUSDT,1,241110,161000,210.83000000,211.91000000,210.77000000,211.85000000,9597.69700000
SOLUSDT,1,241110,160900,210.50000000,210.92000000,210.43000000,210.84000000,6869.84700000
SOLUSDT,1,241110,160800,211.09000000,211.11000000,210.47000000,210.50000000,13416.40300000
SOLUSDT,1,241110,160700,211.72000000,211.80000000,210.89000000,211.08000000,46941.87800000
SOLUSDT,1,241110,160600,211.61000000,211.86000000,211.38000000,211.73000000,8728.51700000
SOLUSDT,1,241110,160500,212.14000000,212.14000000,211.48000000,211.62000000,7310.03700000
SOLUSDT,1,241110,160400,212.10000000,212.44000000,211.82000000,212.15000000,9172.29600000
SOLUSDT,1,241110,160300,212.12000000,212.49000000,212.00000000,212.10000000,6703.34200000
SOLUSDT,1,241110,160200,212.56000000,212.56000000,212.01000000,212.12000000,10596.65500000
SOLUSDT,1,241110,160100,212.60000000,212.75000000,212.35000000,212.56000000,8876.78400000
SOLUSDT,1,241110,160000,212.23000000,212.63000000,212.20000000,212.60000000,8757.83200000
SOLUSDT,1,241110,155900,212.44000000,212.44000000,212.13000000,212.23000000,3421.91400000
SOLUSDT,1,241110,155800,212.64000000,212.95000000,212.39000000,212.44000000,8414.18400000
SOLUSDT,1,241110,155700,212.21000000,212.64000000,211.98000000,212.63000000,5480.88400000
SOLUSDT,1,241110,155600,211.96000000,212.44000000,211.95000000,212.21000000,5716.89400000
SOLUSDT,1,241110,155500,212.06000000,212.44000000,211.89000000,211.96000000,8005.87000000
SOLUSDT,1,241110,155400,211.99000000,212.11000000,211.89000000,212.06000000,5523.04600000
SOLUSDT,1,241110,155300,212.39000000,212.46000000,211.94000000,211.98000000,4974.02300000
SOLUSDT,1,241110,155200,212.05000000,212.49000000,211.87000000,212.39000000,8327.44000000
SOLUSDT,1,241110,155100,212.46000000,212.52000000,211.86000000,212.06000000,9166.05500000
SOLUSDT,1,241110,155000,212.76000000,212.81000000,211.87000000,212.46000000,9833.12900000
SOLUSDT,1,241110,154900,213.06000000,213.13000000,212.60000000,212.76000000,9687.99200000
SOLUSDT,1,241110,154800,213.03000000,213.08000000,212.60000000,213.06000000,9958.82000000
SOLUSDT,1,241110,154700,213.07000000,213.30000000,212.77000000,213.02000000,18002.84300000
SOLUSDT,1,241110,154600,212.25000000,213.18000000,211.94000000,213.07000000,24524.64200000
